,NumDots,UrlLength,NumDash,AtSymbol,IpAddress,HttpsInHostname,PathLevel,PathLength,NumNumericChars,Phising
171711,1,22,0,0,0,0,2,22,0,0.0
171712,2,35,1,0,0,0,3,35,1,0.0
171713,2,30,0,0,0,0,2,30,0,0.0
171714,2,102,12,0,0,0,5,102,1,0.0
171715,3,66,3,0,0,0,4,66,1,0.0
171716,1,87,7,0,0,0,5,69,0,0.0
171717,2,55,1,0,0,0,2,55,0,0.0
171718,2,97,11,0,0,0,5,97,1,0.0
171719,2,55,3,0,0,0,3,55,1,0.0
171720,1,15,0,0,0,0,1,15,0,0.0
171721,1,95,11,0,0,0,2,76,1,0.0
171722,2,122,16,0,0,0,1,105,1,0.0
171723,1,33,0,0,0,0,4,33,1,0.0
171724,1,54,3,0,0,0,5,54,0,0.0
171725,1,21,1,0,0,0,2,21,0,0.0
171726,1,55,0,0,0,0,5,55,1,0.0
171727,1,39,2,0,0,0,3,39,0,0.0
171728,1,65,5,0,0,0,2,41,1,0.0
171729,1,65,4,0,0,0,4,65,1,0.0
171730,2,35,0,0,0,0,2,35,0,0.0
171731,3,158,0,0,0,0,1,10,1,0.0
171732,2,40,0,0,0,0,5,40,1,0.0
171733,2,79,7,0,0,0,6,79,1,0.0
171734,2,127,4,0,0,0,3,106,1,0.0
171735,3,263,0,0,0,0,1,10,1,0.0
171736,2,31,0,0,0,0,2,31,0,0.0
171737,2,69,0,0,0,0,2,53,1,
171738,3,75,3,0,0,0,3,45,1,0.0
171739,2,66,0,0,0,0,2,12,1,
171740,4,47,2,0,0,0,2,20,1,0.0
171741,5,60,0,0,0,0,3,60,0,0.0
171742,3,102,1,0,0,0,1,10,1,0.0
171743,3,87,6,0,0,0,4,87,1,0.0
171744,1,37,2,0,0,0,2,37,0,0.0
171745,1,21,0,0,0,0,2,21,0,0.0
171746,1,28,0,0,0,0,3,28,0,0.0
171747,2,72,0,0,0,0,3,31,1,0.0
171748,4,121,0,0,0,0,4,38,1,0.0
171749,1,14,0,0,0,0,1,14,0,0.0
171750,2,75,5,0,0,0,3,75,0,0.0
171751,1,44,4,0,0,0,3,44,0,0.0
171752,2,76,4,0,0,0,2,27,1,0.0
171753,2,35,0,0,0,0,2,35,0,0.0
171754,5,55,0,0,0,0,3,55,0,0.0
171755,2,63,2,0,0,0,4,45,0,0.0
171756,2,68,2,0,0,0,5,50,1,0.0
171757,2,33,0,0,0,0,4,33,1,0.0
171758,1,48,1,0,0,0,4,48,1,0.0
171759,1,41,0,0,0,0,2,41,1,0.0
171760,1,100,7,0,0,0,7,100,1,0.0
171761,3,41,0,0,0,0,5,41,1,0.0
171762,1,40,2,0,0,0,3,40,1,0.0
171763,1,34,1,0,0,0,3,34,0,0.0
171764,2,49,2,0,0,0,3,49,0,0.0
171765,1,34,0,0,0,0,3,34,0,0.0
171766,3,87,0,0,0,0,1,10,1,0.0
171767,1,27,0,0,0,0,1,27,0,0.0
171768,1,20,0,0,0,0,1,15,0,0.0
171769,2,47,0,0,0,0,3,47,1,0.0
171770,2,36,0,0,0,0,3,36,1,0.0
171771,4,67,2,0,0,0,4,36,0,0.0
171772,1,36,0,0,0,0,4,36,1,0.0
171773,3,73,4,0,0,0,2,46,1,0.0
171774,1,36,0,0,0,0,4,36,1,0.0
171775,1,53,0,0,0,0,5,53,1,0.0
171776,1,39,0,0,0,0,4,39,1,0.0
171777,2,31,0,0,0,0,2,31,0,0.0
171778,3,29,0,0,0,0,3,29,0,0.0
171779,3,118,2,0,0,0,1,10,1,0.0
171780,1,11,1,0,0,0,1,11,0,1.0
171781,2,40,0,0,0,0,3,40,0,0.0
171782,1,49,4,0,0,0,3,49,0,0.0
171783,1,71,5,0,0,0,6,71,1,0.0
171784,2,38,0,0,0,0,2,38,1,0.0
171785,1,102,11,0,0,0,2,87,1,0.0
171786,2,37,0,0,0,0,2,37,0,0.0
171787,2,90,0,0,0,0,3,46,1,0.0
171788,2,31,0,0,0,0,3,31,0,0.0
171789,2,34,0,0,0,0,3,34,0,0.0
171790,3,108,0,0,0,0,2,20,1,0.0
171791,1,31,0,0,0,0,2,17,1,0.0
171792,2,85,3,0,0,0,4,63,0,0.0
171793,1,46,5,0,0,0,2,46,1,0.0
171794,2,53,2,0,0,0,1,18,1,0.0
171795,2,51,0,0,0,0,3,51,1,0.0
171796,1,77,2,0,0,0,2,34,0,0.0
171797,1,15,0,0,0,0,1,15,0,0.0
171798,1,26,0,0,0,0,3,18,1,0.0
171799,2,27,0,0,0,0,1,27,1,1.0
171800,2,66,0,0,0,0,2,12,1,
171801,3,36,1,0,0,0,1,10,0,0.0
171802,1,35,0,0,0,0,3,35,0,0.0
171803,2,38,2,0,0,0,3,38,0,0.0
171804,2,58,0,0,0,0,3,32,1,0.0
171805,1,21,1,0,0,0,1,21,0,0.0
171806,2,39,0,0,0,0,2,39,0,0.0
171807,1,49,3,0,0,0,3,49,1,0.0
171808,3,42,0,0,0,0,1,10,0,0.0
171809,1,72,5,0,0,0,4,72,0,0.0
171810,3,157,7,0,0,0,4,99,1,0.0
171811,3,30,0,0,0,0,2,30,0,0.0
171812,2,58,3,0,0,0,6,58,1,0.0
171813,3,51,2,0,0,0,4,28,1,0.0
171814,2,105,5,0,0,0,3,42,1,0.0
171815,1,30,2,0,0,0,2,30,0,0.0
171816,1,35,3,0,0,0,2,35,1,0.0
171817,3,44,0,0,0,0,5,44,0,0.0
171818,4,75,0,0,0,0,3,51,1,
171819,1,17,0,0,0,0,1,17,0,0.0
171820,2,47,0,0,0,0,5,47,1,0.0
171821,2,49,0,0,0,0,3,49,1,0.0
171822,2,29,0,0,0,0,3,29,1,0.0
171823,4,44,0,0,0,0,2,22,1,0.0
171824,1,35,0,0,0,0,4,35,0,0.0
171825,1,59,0,0,0,0,5,59,0,0.0
171826,1,26,0,0,0,0,2,26,0,0.0
171827,2,37,0,0,0,0,2,37,1,0.0
171828,2,81,4,0,0,0,5,81,1,0.0
171829,1,14,0,0,0,0,1,14,0,1.0
171830,1,31,0,0,0,0,2,17,1,0.0
171831,1,39,0,0,0,0,4,39,0,0.0
171832,1,90,0,0,0,0,1,74,1,
171833,2,37,1,0,0,0,3,37,0,0.0
171834,1,81,0,0,0,0,1,65,1,
171835,1,31,0,0,0,0,2,17,1,0.0
171836,2,37,0,0,0,0,3,37,1,0.0
171837,2,44,0,0,0,0,5,44,1,0.0
171838,2,58,0,0,0,0,2,37,1,0.0
171839,2,280,1,0,0,0,1,5,1,0.0
171840,2,37,0,0,0,0,2,37,0,0.0
171841,1,39,0,0,0,0,4,39,1,0.0
171842,2,22,0,0,0,0,1,22,0,0.0
171843,2,25,0,0,0,0,2,25,1,0.0
171844,1,31,0,0,0,0,2,17,1,0.0
171845,1,136,0,0,0,0,2,11,1,0.0
171846,2,23,0,0,0,0,1,23,0,0.0
171847,2,16,0,0,0,0,1,16,0,1.0
171848,3,50,2,0,0,0,2,31,0,0.0
171849,2,86,8,0,0,0,1,69,1,0.0
171850,2,81,0,0,0,0,7,81,0,0.0
171851,4,66,0,0,0,0,1,8,1,1.0
171852,4,118,0,0,0,0,1,10,1,0.0
171853,2,38,0,0,0,0,4,38,1,0.0
171854,3,99,0,0,0,0,1,10,1,0.0
171855,1,28,0,0,0,0,3,28,0,0.0
171856,2,69,0,0,0,0,4,69,1,0.0
171857,2,84,8,0,0,0,3,66,1,0.0
171858,2,113,0,0,0,0,1,10,1,0.0
171859,1,68,0,0,0,0,5,68,1,0.0
171860,4,103,7,0,0,0,2,66,1,0.0
171861,1,38,0,0,0,0,5,38,0,0.0
171862,1,38,1,0,0,0,2,38,0,0.0
171863,2,93,3,0,0,0,2,93,1,0.0
171864,3,115,1,0,0,0,1,10,1,0.0
171865,2,47,0,0,0,0,1,10,1,0.0
171866,1,29,0,0,0,0,3,29,1,0.0
171867,2,76,6,0,0,0,6,76,1,0.0
171868,3,98,0,0,0,0,1,10,1,0.0
171869,3,68,5,0,0,0,3,44,1,0.0
171870,1,51,1,0,0,0,5,51,1,0.0
171871,2,48,0,0,0,0,3,42,1,0.0
171872,2,89,0,0,0,0,5,66,1,0.0
171873,3,132,0,0,0,0,1,10,1,0.0
171874,1,28,0,0,0,0,2,28,0,0.0
171875,1,44,2,0,0,0,4,44,1,0.0
171876,1,116,10,0,0,0,3,94,1,0.0
171877,2,116,0,0,0,0,1,10,1,0.0
171878,1,32,2,0,0,0,2,32,0,0.0
171879,3,94,14,0,0,0,2,74,1,0.0
171880,1,19,0,0,0,0,1,19,0,0.0
171881,1,24,0,0,0,0,3,24,1,0.0
171882,1,14,0,0,0,0,1,14,0,0.0
171883,2,26,0,0,0,0,1,26,1,1.0
171884,2,34,0,0,0,0,1,11,0,0.0
171885,1,40,2,0,0,0,3,40,0,0.0
171886,1,31,0,0,0,0,2,17,1,0.0
171887,3,63,2,0,0,0,3,34,0,0.0
171888,3,49,0,0,0,0,3,24,1,0.0
171889,2,58,0,0,0,0,3,32,1,0.0
171890,3,139,0,0,0,0,4,139,1,0.0
171891,1,19,0,0,0,0,1,19,0,0.0
171892,2,66,5,0,0,0,4,66,1,0.0
171893,1,23,0,0,0,0,2,23,0,0.0
171894,2,71,0,0,0,0,5,54,1,0.0
171895,1,118,9,0,0,0,5,97,1,0.0
171896,3,107,5,0,0,0,3,61,1,0.0
171897,1,75,9,0,0,0,2,75,0,0.0
171898,1,53,1,0,0,0,4,53,1,0.0
171899,3,35,0,0,0,0,3,35,0,0.0
171900,1,32,0,0,0,0,4,32,0,0.0
171901,4,87,0,0,0,0,1,10,1,0.0
171902,3,133,4,0,0,0,1,10,1,0.0
171903,2,53,1,0,0,0,3,53,0,0.0
171904,3,79,2,0,0,0,3,44,1,0.0
171905,4,98,0,0,0,0,1,10,1,0.0
171906,2,75,0,0,0,0,5,75,1,0.0
171907,2,38,1,0,0,0,3,38,0,0.0
171908,3,55,0,0,0,0,5,55,0,0.0
171909,2,118,0,0,0,0,1,10,1,0.0
171910,1,16,0,0,0,0,1,16,0,0.0
171911,2,79,4,0,0,0,4,79,1,0.0
171912,2,38,0,0,0,0,2,38,1,0.0
171913,3,57,0,0,0,0,3,57,0,0.0
171914,2,29,0,0,0,0,2,21,1,0.0
171915,2,40,0,0,0,0,2,20,1,1.0
171916,2,29,1,0,0,0,2,29,0,0.0
171917,2,46,0,0,0,0,3,46,0,0.0
171918,5,124,7,0,0,0,3,72,1,0.0
171919,1,78,6,0,0,0,1,15,1,0.0
171920,2,43,1,0,0,0,2,22,1,0.0
171921,1,85,10,0,0,0,1,63,1,0.0
171922,3,56,1,0,0,0,3,37,1,0.0
171923,1,52,3,0,0,0,4,52,0,0.0
171924,2,141,3,0,0,0,1,10,1,0.0
171925,1,27,0,0,0,0,4,27,1,0.0
171926,2,40,1,0,0,0,2,40,1,0.0
171927,2,34,0,0,0,0,2,34,0,0.0
171928,1,22,1,0,0,0,1,22,0,0.0
171929,1,26,0,0,0,0,3,26,0,0.0
171930,2,69,1,0,0,0,4,39,0,0.0
171931,1,103,5,0,0,0,5,86,1,0.0
171932,2,42,0,0,0,0,2,30,1,0.0
171933,1,66,4,0,0,0,3,45,1,
171934,1,36,1,0,0,0,3,36,0,0.0
171935,2,21,0,0,0,0,2,21,0,0.0
171936,2,31,0,0,0,0,3,31,0,0.0
171937,1,120,12,0,0,0,5,99,1,0.0
171938,1,46,4,0,0,0,3,46,0,0.0
171939,1,18,1,0,0,0,1,18,0,1.0
171940,1,55,6,0,0,0,2,55,1,0.0
171941,2,63,3,0,0,0,5,63,1,0.0
171942,2,34,0,0,0,0,2,34,0,0.0
171943,10,198,3,0,0,0,1,120,1,1.0
171944,1,23,0,0,0,0,3,23,1,0.0
171945,1,63,7,0,0,0,3,63,1,0.0
171946,2,36,2,0,0,0,3,36,0,0.0
171947,2,28,0,0,0,0,1,28,0,0.0
171948,3,99,1,0,0,0,4,33,1,0.0
171949,4,85,3,0,0,0,3,53,0,0.0
171950,1,99,0,0,0,0,7,99,1,0.0
171951,1,48,0,0,0,0,5,48,0,0.0
171952,1,18,0,0,0,0,1,18,0,0.0
171953,2,59,6,0,0,0,2,59,1,0.0
171954,2,55,1,0,0,0,2,55,1,0.0
171955,3,89,7,0,0,0,2,89,1,0.0
171956,2,60,0,0,0,0,1,10,1,0.0
171957,3,81,0,0,0,0,3,81,0,0.0
171958,3,67,0,0,0,0,4,59,1,0.0
171959,1,44,3,0,0,0,3,44,0,0.0
171960,2,43,0,0,0,0,3,43,0,0.0
171961,1,96,7,0,0,0,5,78,0,0.0
171962,5,135,0,0,0,0,1,10,1,0.0
171963,2,79,0,0,0,0,1,19,1,0.0
171964,4,94,8,0,0,0,3,69,1,0.0
171965,3,94,2,0,0,0,3,73,1,0.0
171966,1,81,0,0,0,0,4,68,1,0.0
171967,1,99,11,0,0,0,2,84,0,0.0
171968,3,98,13,0,0,0,2,76,1,0.0
171969,4,71,1,0,0,0,3,40,1,0.0
171970,1,30,3,0,0,0,3,30,1,0.0
171971,1,62,4,0,0,0,4,62,1,0.0
171972,1,31,0,0,0,0,1,31,0,0.0
171973,1,20,0,0,0,0,1,20,0,0.0
171974,3,197,0,0,0,0,3,21,1,0.0
171975,2,50,0,0,0,0,4,50,0,0.0
171976,2,64,2,0,0,0,4,37,0,0.0
171977,3,83,0,0,0,0,1,10,1,0.0
171978,1,71,0,0,0,0,3,71,0,0.0
171979,1,38,0,0,0,0,4,38,0,0.0
171980,1,90,3,0,0,0,4,69,1,0.0
171981,2,45,0,0,0,0,3,45,1,0.0
171982,1,42,0,0,0,0,4,42,1,0.0
171983,1,50,4,0,0,0,3,50,0,0.0
171984,2,53,0,0,0,0,4,53,0,0.0
171985,3,82,0,0,0,0,1,10,1,0.0
171986,3,128,1,0,0,0,1,10,1,0.0
171987,1,120,1,0,0,0,4,102,1,1.0
171988,1,52,2,0,0,0,5,52,1,0.0
171989,1,25,0,0,0,0,1,25,0,0.0
171990,2,23,0,0,0,0,2,23,0,0.0
171991,2,46,0,0,0,0,4,36,1,0.0
171992,2,39,0,0,0,0,4,39,1,0.0
171993,2,41,0,0,0,0,2,20,1,0.0
171994,4,162,0,0,0,0,1,10,1,0.0
171995,9,140,0,0,0,0,2,57,1,0.0
171996,1,28,0,0,0,0,3,28,0,0.0
171997,1,39,0,0,0,0,3,39,0,0.0
171998,2,18,0,0,0,0,1,18,0,0.0
171999,1,34,2,0,0,0,2,34,1,0.0
172000,1,73,6,0,0,0,5,73,1,0.0
172001,1,24,0,0,0,0,3,24,1,0.0
172002,1,122,10,0,0,0,3,98,1,0.0
172003,1,31,0,0,0,0,3,31,0,0.0
172004,1,88,9,0,0,0,1,61,1,0.0
172005,1,17,0,0,0,0,1,17,0,0.0
172006,2,53,0,0,0,0,2,26,0,0.0
172007,3,38,2,0,0,0,2,38,0,0.0
172008,2,38,1,0,0,0,3,38,0,0.0
172009,3,121,2,0,0,0,1,10,1,0.0
172010,1,32,0,0,0,0,4,32,1,0.0
172011,1,32,1,0,0,0,5,32,1,0.0
172012,1,31,0,0,0,0,1,6,0,0.0
172013,1,13,1,0,0,0,1,13,0,1.0
172014,3,63,0,0,0,0,9,63,1,0.0
172015,3,112,0,0,0,0,3,30,1,0.0
172016,1,27,1,0,0,0,2,27,0,0.0
172017,2,271,1,0,0,0,1,5,1,0.0
172018,1,33,0,0,0,0,2,33,0,0.0
172019,2,44,4,0,0,0,1,44,1,1.0
172020,2,108,0,0,0,0,1,10,1,0.0
172021,1,67,4,0,0,0,4,67,0,0.0
172022,2,109,5,0,0,0,6,74,1,0.0
172023,1,23,0,0,0,0,2,23,0,0.0
172024,3,46,0,0,0,0,1,12,0,0.0
172025,4,100,0,0,0,0,1,10,1,0.0
172026,2,52,3,0,0,0,2,52,0,0.0
172027,2,32,0,0,0,0,1,32,0,0.0
172028,2,29,0,0,0,0,2,20,1,0.0
172029,1,101,12,0,0,0,3,86,1,0.0
172030,1,110,9,0,0,0,4,91,0,0.0
172031,4,52,1,0,0,0,6,52,1,0.0
172032,2,150,7,0,0,0,1,10,1,0.0
172033,1,82,6,0,0,0,5,82,1,0.0
172034,2,31,0,0,0,0,3,31,0,0.0
172035,4,86,0,0,0,0,5,77,1,0.0
172036,2,215,1,0,0,0,3,28,1,0.0
172037,1,48,3,0,0,0,3,48,1,0.0
172038,1,25,0,0,0,0,1,25,0,0.0
172039,3,35,1,0,0,0,3,35,0,0.0
172040,9,87,0,0,0,0,3,65,1,0.0
172041,2,46,0,0,0,0,3,19,0,0.0
172042,1,107,11,0,0,0,5,89,0,0.0
172043,2,44,1,0,0,0,3,34,1,0.0
172044,2,45,0,0,0,0,3,45,0,0.0
172045,2,32,0,0,0,0,3,32,0,0.0
172046,1,63,3,0,0,0,4,63,1,0.0
172047,2,43,0,0,0,0,2,43,1,0.0
172048,2,36,0,0,0,0,3,36,0,0.0
172049,2,33,1,0,0,0,2,33,0,0.0
172050,1,23,1,0,0,0,2,23,1,0.0
172051,2,34,0,0,0,0,2,34,1,0.0
172052,3,78,3,0,0,0,3,50,1,0.0
172053,1,103,0,0,0,0,5,64,1,0.0
172054,1,33,0,0,0,0,4,33,0,0.0
172055,2,66,3,0,0,0,4,66,1,0.0
172056,2,34,0,0,0,0,2,34,0,0.0
172057,3,88,0,0,0,0,2,12,1,0.0
172058,1,92,9,0,0,0,2,73,1,0.0
172059,2,93,12,0,0,0,2,77,1,0.0
172060,2,48,2,0,0,0,4,48,1,0.0
172061,4,163,1,0,0,0,1,10,1,0.0
172062,1,31,0,0,0,0,2,17,1,0.0
172063,1,34,0,0,0,0,4,34,1,0.0
172064,1,17,0,0,0,0,1,17,0,1.0
172065,1,18,0,0,0,0,1,18,0,1.0
172066,3,200,6,0,0,0,11,160,1,0.0
172067,2,30,0,0,0,0,3,30,0,0.0
172068,1,116,12,0,0,0,2,96,0,0.0
172069,3,73,4,0,0,0,4,73,1,0.0
172070,1,21,0,0,0,0,1,21,0,0.0
172071,1,85,3,0,0,0,3,54,1,0.0
172072,2,47,2,0,0,0,3,47,0,0.0
172073,2,24,0,0,0,0,2,24,0,0.0
172074,2,167,16,0,0,0,4,145,0,0.0
172075,2,60,2,0,0,0,3,60,1,0.0
172076,1,38,0,0,0,0,3,38,1,0.0
172077,1,25,0,0,0,0,2,25,0,0.0
172078,1,52,4,0,0,0,3,52,1,0.0
172079,2,21,0,0,0,0,1,21,0,0.0
172080,1,55,3,0,0,0,4,55,1,0.0
172081,2,75,2,0,0,0,7,75,1,0.0
172082,4,43,0,0,0,0,3,43,1,0.0
172083,1,20,0,0,0,0,1,20,0,0.0
172084,1,32,1,0,0,0,4,32,0,0.0
172085,3,37,0,0,0,0,2,37,0,0.0
172086,2,27,0,0,0,0,1,15,0,0.0
172087,3,52,0,0,0,0,1,8,0,0.0
172088,1,35,0,0,0,0,5,35,0,0.0
172089,3,67,1,0,0,0,5,45,0,1.0
172090,1,18,0,0,0,0,1,18,0,0.0
172091,2,59,4,0,0,0,3,59,0,0.0
172092,1,43,1,0,0,0,4,43,1,0.0
172093,2,32,1,0,0,0,2,32,0,0.0
172094,2,35,1,0,0,0,3,35,0,0.0
172095,1,16,0,0,0,0,1,16,0,0.0
172096,2,85,0,0,0,0,2,24,0,0.0
172097,1,23,0,0,0,0,1,23,1,1.0
172098,1,40,0,0,0,0,4,40,1,0.0
172099,2,37,0,0,0,0,2,37,1,0.0
172100,2,57,0,0,0,0,3,57,0,0.0
172101,3,95,5,0,0,0,3,69,1,0.0
172102,1,28,1,0,0,0,2,28,0,0.0
172103,1,107,9,0,0,0,6,107,1,0.0
172104,2,26,0,0,0,0,1,26,0,0.0
172105,1,25,0,0,0,0,2,25,0,0.0
172106,1,77,11,0,0,0,3,77,0,0.0
172107,2,54,1,0,0,0,3,41,1,0.0
172108,3,31,0,0,0,0,1,13,0,0.0
172109,1,14,0,0,0,0,1,14,0,0.0
172110,1,62,6,0,0,0,4,62,1,0.0
172111,2,75,1,0,0,0,1,10,1,0.0
172112,1,30,0,0,0,0,3,30,1,0.0
172113,1,166,20,0,0,0,3,166,0,0.0
172114,1,40,1,0,0,0,3,40,0,0.0
172115,1,22,1,0,0,0,2,22,1,0.0
172116,1,34,0,0,0,0,5,34,1,0.0
172117,2,69,0,0,0,0,2,26,1,0.0
172118,2,56,0,0,0,0,4,56,0,0.0
172119,6,107,1,0,0,0,1,4,1,1.0
172120,2,32,0,0,0,0,2,32,0,0.0
172121,1,46,2,0,0,0,4,46,1,0.0
172122,1,31,1,0,0,0,2,17,1,0.0
172123,2,45,0,0,0,0,3,45,0,0.0
172124,2,42,0,0,0,0,5,42,1,0.0
172125,1,35,0,0,0,0,3,35,0,0.0
172126,1,69,4,0,0,0,4,69,1,0.0
172127,1,48,2,0,0,0,4,48,1,0.0
172128,2,86,8,0,0,0,3,68,1,0.0
172129,2,102,16,0,0,0,3,82,1,0.0
172130,1,58,4,0,0,0,4,58,1,0.0
172131,2,35,0,0,0,0,2,35,0,0.0
172132,1,30,0,0,0,0,1,24,1,0.0
172133,2,45,1,0,0,0,6,45,1,0.0
172134,3,45,1,0,0,0,2,21,1,1.0
172135,2,68,3,0,0,0,2,68,0,0.0
172136,2,51,0,0,0,0,3,41,1,0.0
172137,2,59,0,0,0,0,2,28,1,0.0
172138,5,76,2,0,0,0,3,38,1,0.0
172139,3,80,0,0,0,0,1,10,1,0.0
172140,3,87,0,0,0,0,1,10,1,0.0
172141,3,75,4,0,0,0,2,45,1,0.0
172142,2,37,0,0,0,0,4,37,0,0.0
172143,1,70,7,0,0,0,3,70,1,0.0
172144,3,76,0,0,0,0,2,20,1,
172145,2,45,0,0,0,0,2,23,1,0.0
172146,2,62,0,0,0,0,3,42,1,0.0
172147,2,53,4,0,0,0,3,53,1,0.0
172148,1,43,0,0,0,0,5,43,1,0.0
172149,2,38,0,0,0,0,3,38,0,0.0
172150,1,29,0,0,0,0,3,29,0,0.0
172151,1,33,0,0,0,0,4,33,1,0.0
172152,3,114,0,0,0,0,1,10,1,0.0
172153,2,33,0,0,0,0,3,33,0,0.0
172154,1,13,1,0,0,0,1,13,1,0.0
172155,3,64,0,0,0,0,3,35,0,0.0
172156,2,38,0,0,0,0,4,38,1,0.0
172157,3,67,0,0,0,0,6,67,1,0.0
172158,2,45,1,0,0,0,3,45,0,0.0
172159,2,113,15,0,0,0,2,113,1,0.0
172160,2,66,0,0,0,0,1,10,0,0.0
172161,3,45,0,0,0,0,3,22,0,0.0
172162,5,77,0,0,0,0,5,77,1,0.0
172163,1,134,16,0,0,0,3,134,1,0.0
172164,3,66,1,0,0,0,6,66,1,0.0
172165,2,164,0,0,0,0,2,28,1,0.0
172166,1,37,2,0,0,0,2,37,0,0.0
172167,3,122,0,0,0,0,2,25,1,0.0
172168,2,154,0,0,0,0,1,10,1,0.0
172169,2,54,0,0,0,0,3,41,0,0.0
172170,1,16,0,0,0,0,1,16,0,1.0
172171,2,112,0,0,0,0,2,30,1,0.0
172172,3,107,2,0,0,0,1,10,1,0.0
172173,2,47,0,0,0,0,3,47,0,0.0
172174,1,16,0,0,0,0,1,16,0,0.0
172175,1,76,4,0,0,0,4,76,1,0.0
172176,1,51,0,0,0,0,3,51,0,0.0
172177,3,122,1,0,0,0,1,10,1,0.0
172178,1,44,3,0,0,0,2,44,0,0.0
172179,3,104,2,0,0,0,1,10,1,0.0
172180,1,68,5,0,0,0,4,68,0,0.0
172181,2,46,1,0,0,0,6,46,1,0.0
172182,1,66,5,0,0,0,5,66,1,0.0
172183,2,37,0,0,0,0,3,37,0,0.0
172184,2,37,1,0,0,0,1,37,1,1.0
172185,2,52,0,0,0,0,3,52,0,0.0
172186,1,10,0,0,0,0,1,10,0,1.0
172187,3,88,0,0,0,0,2,12,1,0.0
172188,4,113,0,0,0,0,3,32,1,0.0
172189,3,49,1,0,0,0,1,22,1,0.0
172190,4,73,0,0,0,0,5,45,0,
172191,1,105,11,0,0,0,4,105,1,0.0
172192,2,38,3,0,0,0,2,38,1,0.0
172193,2,30,2,0,0,0,2,30,0,0.0
172194,1,67,5,0,0,0,5,67,1,0.0
172195,3,80,1,0,0,0,1,10,1,0.0
172196,9,101,0,0,0,0,2,33,1,0.0
172197,4,44,0,0,0,0,2,18,0,0.0
172198,2,120,8,0,0,0,2,20,1,0.0
172199,1,60,4,0,0,0,3,60,0,0.0
172200,3,55,1,0,0,0,5,55,1,0.0
172201,1,38,1,0,0,0,2,38,0,0.0
172202,2,85,5,0,0,0,5,70,1,0.0
172203,1,43,2,0,0,0,3,43,1,0.0
172204,2,64,3,0,0,0,5,64,1,0.0
172205,1,67,4,0,0,0,5,67,0,0.0
172206,1,113,11,0,0,0,4,96,1,0.0
172207,3,80,1,0,0,0,1,10,1,0.0
172208,2,45,0,0,0,0,4,45,0,0.0
172209,1,21,0,0,0,0,1,21,0,0.0
172210,2,101,3,0,0,0,4,53,1,0.0
172211,2,37,0,0,0,0,3,37,0,0.0
172212,2,128,7,0,0,0,1,10,1,0.0
172213,2,33,1,0,0,0,2,33,0,0.0
172214,1,32,1,0,0,0,3,32,0,0.0
172215,1,24,0,0,0,0,3,24,1,0.0
172216,3,55,0,0,0,0,3,26,0,0.0
172217,2,38,0,0,0,0,2,29,1,0.0
172218,1,192,4,0,0,0,4,176,1,0.0
172219,1,46,1,0,0,0,2,23,1,0.0
172220,2,65,0,0,0,0,3,43,1,1.0
172221,4,103,0,0,0,0,1,10,1,0.0
172222,1,24,0,0,0,0,1,24,0,0.0
172223,1,63,0,0,0,0,1,47,1,
172224,2,56,2,0,0,0,3,56,0,0.0
172225,1,28,0,0,0,0,4,28,1,0.0
172226,2,78,4,0,0,0,7,78,1,0.0
172227,1,33,0,0,0,0,1,33,0,0.0
172228,1,63,0,0,0,0,3,63,0,0.0
172229,2,157,0,0,0,0,2,28,1,0.0
172230,2,82,0,0,0,0,4,82,1,0.0
172231,2,27,1,0,0,0,1,27,0,1.0
172232,2,58,0,0,0,0,3,32,1,0.0
172233,2,41,0,0,0,0,2,32,1,0.0
172234,2,60,0,0,0,0,4,60,1,0.0
172235,2,44,0,0,0,0,1,8,0,0.0
172236,1,84,10,0,0,0,1,67,1,0.0
172237,3,80,0,0,0,0,1,10,1,0.0
172238,1,64,0,0,0,0,6,64,1,0.0
172239,1,63,0,0,0,0,1,12,1,0.0
172240,2,91,0,0,0,0,6,91,1,0.0
172241,4,86,4,0,0,0,6,61,1,
172242,3,51,0,0,0,0,3,27,1,1.0
172243,4,42,0,0,0,0,1,11,0,0.0
172244,3,87,0,0,0,0,1,10,1,0.0
172245,2,30,0,0,0,0,1,30,0,0.0
172246,2,33,0,0,0,0,3,33,1,0.0
172247,2,81,9,0,0,0,2,81,1,0.0
172248,3,47,2,0,0,0,2,26,0,0.0
172249,3,95,0,0,0,0,1,10,1,0.0
172250,1,90,7,0,0,0,3,90,0,0.0
172251,1,27,0,0,0,0,2,27,0,0.0
172252,4,43,0,0,0,0,3,43,0,0.0
172253,1,37,1,0,0,0,2,19,0,0.0
172254,1,56,2,0,0,0,5,56,1,0.0
172255,2,93,1,0,0,0,1,10,1,0.0
172256,1,27,0,0,0,0,4,27,0,0.0
172257,1,39,1,0,0,0,3,39,0,0.0
172258,3,39,1,0,0,0,1,11,0,0.0
172259,2,82,0,0,0,0,4,82,1,0.0
172260,1,22,0,0,0,0,1,22,0,1.0
172261,1,23,1,0,0,0,1,23,0,0.0
172262,2,45,0,0,0,0,3,45,0,0.0
172263,1,37,0,0,0,0,3,37,1,0.0
172264,1,19,0,0,0,0,1,19,0,0.0
172265,2,25,0,0,0,0,1,25,0,0.0
172266,2,58,0,0,0,0,3,32,1,0.0
172267,1,42,0,0,0,0,4,42,1,0.0
172268,2,84,0,0,0,0,2,35,1,0.0
